County,District,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Ferry County,Republic School District,SBA,MATH,3,All,10,31.2
Ferry County,Republic School District,SBA,MATH,4,All,11,28.2
Ferry County,Republic School District,SBA,MATH,5,All,7,20.5
Ferry County,Republic School District,SBA,MATH,6,All,10,34.4
Ferry County,Republic School District,SBA,MATH,7,All,9,22.5
Ferry County,Republic School District,SBA,MATH,8,All,8,33.3
Ferry County,Republic School District,SBA,MATH,11,All,,
Ferry County,Republic School District,EOC,Biology,10,All,13,59
Ferry County,Republic School District,MSP,Science,5,All,13,38.2
Ferry County,Republic School District,MSP,Science,8,All,12,50
Benton County,Richland School District,SBA,ELA,3,All,578,58.9
Benton County,Richland School District,SBA,ELA,4,All,596,57.5
Benton County,Richland School District,SBA,ELA,5,All,642,63.6
Benton County,Richland School District,SBA,ELA,6,All,565,60.1
Benton County,Richland School District,SBA,ELA,7,All,605,60.9
Benton County,Richland School District,SBA,ELA,8,All,553,52.6
Benton County,Richland School District,SBA,ELA,11,All,882,82.1
Benton County,Richland School District,SBA,MATH,3,All,647,66
Benton County,Richland School District,SBA,MATH,4,All,604,58.3
Benton County,Richland School District,SBA,MATH,5,All,537,53.2
Benton County,Richland School District,SBA,MATH,6,All,477,50.8
Benton County,Richland School District,SBA,MATH,7,All,486,48.9
Benton County,Richland School District,SBA,MATH,8,All,457,43.4
Benton County,Richland School District,SBA,MATH,11,All,104,9.7
Benton County,Richland School District,AIM,ELA,3,All,,
Benton County,Richland School District,AIM,ELA,4,All,,
Benton County,Richland School District,AIM,ELA,5,All,,
Benton County,Richland School District,AIM,ELA,6,All,,
Benton County,Richland School District,AIM,ELA,7,All,,
Benton County,Richland School District,AIM,ELA,8,All,,
Benton County,Richland School District,AIM,ELA,11,All,,
Benton County,Richland School District,AIM,Math,3,All,,
Benton County,Richland School District,AIM,Math,4,All,,
Benton County,Richland School District,AIM,Math,5,All,,
Benton County,Richland School District,AIM,Math,6,All,,
Benton County,Richland School District,AIM,Math,7,All,,
Benton County,Richland School District,AIM,Math,8,All,,
Benton County,Richland School District,AIM,Math,11,All,,
Benton County,Richland School District,AIM,Science,5,All,,
Benton County,Richland School District,AIM,Science,8,All,,
Benton County,Richland School District,EOC,Biology,10,All,778,76.8
Benton County,Richland School District,MSP,Science,5,All,683,67.6
Benton County,Richland School District,MSP,Science,8,All,646,61.5
Clark County,Ridgefield School District,SBA,ELA,3,All,181,71.5
Clark County,Ridgefield School District,SBA,ELA,4,All,82,39
Clark County,Ridgefield School District,SBA,ELA,5,All,143,63.2
Clark County,Ridgefield School District,SBA,ELA,6,All,131,62.9
Clark County,Ridgefield School District,SBA,ELA,7,All,155,70.7
Clark County,Ridgefield School District,SBA,ELA,8,All,131,64.5
Clark County,Ridgefield School District,SBA,ELA,11,All,143,78.5
Clark County,Ridgefield School District,SBA,MATH,3,All,188,74.9
Clark County,Ridgefield School District,SBA,MATH,4,All,124,58.7
Clark County,Ridgefield School District,SBA,MATH,5,All,115,51.1
Clark County,Ridgefield School District,SBA,MATH,6,All,133,63.6
Clark County,Ridgefield School District,SBA,MATH,7,All,133,60.7
Clark County,Ridgefield School District,SBA,MATH,8,All,115,56.9
Clark County,Ridgefield School District,SBA,MATH,11,All,73,40.3
Clark County,Ridgefield School District,AIM,ELA,3,All,,
Clark County,Ridgefield School District,AIM,ELA,4,All,,
Clark County,Ridgefield School District,AIM,ELA,5,All,,
Clark County,Ridgefield School District,AIM,ELA,7,All,,
Clark County,Ridgefield School District,AIM,ELA,8,All,,
Clark County,Ridgefield School District,AIM,ELA,11,All,,
Clark County,Ridgefield School District,AIM,Math,3,All,,
Clark County,Ridgefield School District,AIM,Math,4,All,,
Clark County,Ridgefield School District,AIM,Math,5,All,,
Clark County,Ridgefield School District,AIM,Math,7,All,,
Clark County,Ridgefield School District,AIM,Math,8,All,,
Clark County,Ridgefield School District,AIM,Math,11,All,,
Clark County,Ridgefield School District,AIM,Science,5,All,,
Clark County,Ridgefield School District,AIM,Science,8,All,,
Clark County,Ridgefield School District,EOC,Biology,10,All,162,80.5
Clark County,Ridgefield School District,MSP,Science,5,All,155,68.8
Clark County,Ridgefield School District,MSP,Science,8,All,156,77.2
Adams County,Ritzville School District,SBA,ELA,3,All,18,54.5
Adams County,Ritzville School District,SBA,ELA,4,All,15,53.5
Adams County,Ritzville School District,SBA,ELA,5,All,24,80
Adams County,Ritzville School District,SBA,ELA,6,All,10,71.4
Adams County,Ritzville School District,SBA,ELA,7,All,13,76.4
Adams County,Ritzville School District,SBA,ELA,8,All,13,56.5
Adams County,Ritzville School District,SBA,ELA,11,All,,
Adams County,Ritzville School District,SBA,MATH,3,All,20,60.6
Adams County,Ritzville School District,SBA,MATH,4,All,15,53.5
Adams County,Ritzville School District,SBA,MATH,5,All,21,70
Adams County,Ritzville School District,SBA,MATH,6,All,8,57.1
Adams County,Ritzville School District,SBA,MATH,7,All,7,41.1
Adams County,Ritzville School District,SBA,MATH,8,All,9,39.1
Adams County,Ritzville School District,SBA,MATH,11,All,12,40
Adams County,Ritzville School District,EOC,Biology,10,All,23,76.6
Adams County,Ritzville School District,MSP,Science,5,All,25,83.3
Adams County,Ritzville School District,MSP,Science,8,All,17,73.9
Spokane County,Riverside School District,SBA,ELA,3,All,33,33.6
Spokane County,Riverside School District,SBA,ELA,4,All,43,40.9
Spokane County,Riverside School District,SBA,ELA,5,All,73,56.5
Spokane County,Riverside School District,SBA,ELA,6,All,53,51.9
Spokane County,Riverside School District,SBA,ELA,7,All,52,48.5
Spokane County,Riverside School District,SBA,ELA,8,All,52,45.6
Spokane County,Riverside School District,SBA,ELA,11,All,87,61.7
Spokane County,Riverside School District,SBA,MATH,3,All,39,39.7
Spokane County,Riverside School District,SBA,MATH,4,All,45,42.8
Spokane County,Riverside School District,SBA,MATH,5,All,64,49.6
Spokane County,Riverside School District,SBA,MATH,6,All,55,54.4
Spokane County,Riverside School District,SBA,MATH,7,All,51,47.6
Spokane County,Riverside School District,SBA,MATH,8,All,42,36.8
Spokane County,Riverside School District,SBA,MATH,11,All,21,14.8
Spokane County,Riverside School District,AIM,ELA,4,All,,
Spokane County,Riverside School District,AIM,ELA,6,All,,
Spokane County,Riverside School District,AIM,ELA,7,All,,
Spokane County,Riverside School District,AIM,ELA,8,All,,
Spokane County,Riverside School District,AIM,Math,4,All,,
Spokane County,Riverside School District,AIM,Math,6,All,,
Spokane County,Riverside School District,AIM,Math,7,All,,
Spokane County,Riverside School District,AIM,Math,8,All,,
Spokane County,Riverside School District,AIM,Science,8,All,,
Spokane County,Riverside School District,EOC,Biology,10,All,93,73.8
Spokane County,Riverside School District,MSP,Science,5,All,85,65.8
Spokane County,Riverside School District,MSP,Science,8,All,43,37.7
King County,Riverview School District,SBA,ELA,3,All,180,69.7
King County,Riverview School District,SBA,ELA,4,All,155,58.7
King County,Riverview School District,SBA,ELA,5,All,178,69.8
King County,Riverview School District,SBA,ELA,6,All,195,65.8
King County,Riverview School District,SBA,ELA,7,All,158,68.9
King County,Riverview School District,SBA,ELA,8,All,188,73.7
King County,Riverview School District,SBA,ELA,11,All,213,86.2
King County,Riverview School District,SBA,MATH,3,All,185,71.4
King County,Riverview School District,SBA,MATH,4,All,153,57.9
King County,Riverview School District,SBA,MATH,5,All,139,54.5
King County,Riverview School District,SBA,MATH,6,All,165,55.7
King County,Riverview School District,SBA,MATH,7,All,132,57.6
King County,Riverview School District,SBA,MATH,8,All,155,60.7
King County,Riverview School District,SBA,MATH,11,All,,
King County,Riverview School District,AIM,ELA,4,All,,
King County,Riverview School District,AIM,ELA,6,All,,
King County,Riverview School District,AIM,ELA,7,All,,
King County,Riverview School District,AIM,ELA,8,All,,
King County,Riverview School District,AIM,ELA,11,All,,
King County,Riverview School District,AIM,Math,4,All,,
King County,Riverview School District,AIM,Math,6,All,,
King County,Riverview School District,AIM,Math,7,All,,
King County,Riverview School District,AIM,Math,8,All,,
King County,Riverview School District,AIM,Math,11,All,,
King County,Riverview School District,AIM,Science,8,All,,
King County,Riverview School District,EOC,Biology,10,All,238,88.8
King County,Riverview School District,MSP,Science,5,All,188,73.7
King County,Riverview School District,MSP,Science,8,All,213,83.5
Thurston County,Rochester School District,SBA,ELA,3,All,94,56.9
Thurston County,Rochester School District,SBA,ELA,4,All,104,53
Thurston County,Rochester School District,SBA,ELA,5,All,110,62.1
Thurston County,Rochester School District,SBA,ELA,6,All,77,46.1
Thurston County,Rochester School District,SBA,ELA,7,All,119,67.2
Thurston County,Rochester School District,SBA,ELA,8,All,98,56.3
Thurston County,Rochester School District,SBA,ELA,11,All,110,71.8
Thurston County,Rochester School District,SBA,MATH,3,All,114,69
Thurston County,Rochester School District,SBA,MATH,4,All,122,62.2
Thurston County,Rochester School District,SBA,MATH,5,All,106,59.8
Thurston County,Rochester School District,SBA,MATH,6,All,89,52.9
Thurston County,Rochester School District,SBA,MATH,7,All,99,55.9
Thurston County,Rochester School District,SBA,MATH,8,All,72,41.1
Thurston County,Rochester School District,SBA,MATH,11,All,43,29
Thurston County,Rochester School District,AIM,ELA,3,All,,
Thurston County,Rochester School District,AIM,ELA,7,All,,
Thurston County,Rochester School District,AIM,ELA,8,All,,
Thurston County,Rochester School District,AIM,ELA,11,All,,
Thurston County,Rochester School District,AIM,Math,3,All,,
Thurston County,Rochester School District,AIM,Math,7,All,,
Thurston County,Rochester School District,AIM,Math,8,All,,
Thurston County,Rochester School District,AIM,Math,11,All,,
Thurston County,Rochester School District,AIM,Science,8,All,,
Thurston County,Rochester School District,EOC,Biology,10,All,132,77.6
Thurston County,Rochester School District,MSP,Science,5,All,118,66.6
Thurston County,Rochester School District,MSP,Science,8,All,113,64.9
Klickitat County,Roosevelt School District,SBA,ELA,3,All,,
Klickitat County,Roosevelt School District,SBA,ELA,5,All,,
Klickitat County,Roosevelt School District,SBA,ELA,6,All,,
Klickitat County,Roosevelt School District,SBA,MATH,3,All,,
Klickitat County,Roosevelt School District,SBA,MATH,5,All,,
Klickitat County,Roosevelt School District,SBA,MATH,6,All,,
Klickitat County,Roosevelt School District,MSP,Science,5,All,,
Whitman County,Rosalia School District,SBA,ELA,3,All,6,37.5
Whitman County,Rosalia School District,SBA,ELA,4,All,9,90
Whitman County,Rosalia School District,SBA,ELA,5,All,7,58.3
Whitman County,Rosalia School District,SBA,ELA,6,All,18,85.7
Whitman County,Rosalia School District,SBA,ELA,7,All,11,73.3
Whitman County,Rosalia School District,SBA,ELA,8,All,11,73.3
Whitman County,Rosalia School District,SBA,ELA,11,All,,
Whitman County,Rosalia School District,SBA,MATH,3,All,7,43.7
Whitman County,Rosalia School District,SBA,MATH,4,All,9,90
Whitman County,Rosalia School District,SBA,MATH,5,All,6,50
Whitman County,Rosalia School District,SBA,MATH,6,All,17,80.9
Whitman County,Rosalia School District,SBA,MATH,7,All,8,53.3
Whitman County,Rosalia School District,SBA,MATH,8,All,7,46.6
Whitman County,Rosalia School District,SBA,MATH,11,All,,
Whitman County,Rosalia School District,EOC,Biology,10,All,10,90.9
Whitman County,Rosalia School District,MSP,Science,5,All,,
Whitman County,Rosalia School District,MSP,Science,8,All,10,66.6
Grant County,Royal School District,SBA,ELA,3,All,40,25.4
Grant County,Royal School District,SBA,ELA,4,All,45,33.8
Grant County,Royal School District,SBA,ELA,5,All,44,33.8
Grant County,Royal School District,SBA,ELA,6,All,30,26.3
Grant County,Royal School District,SBA,ELA,7,All,54,36.7
Grant County,Royal School District,SBA,ELA,8,All,45,39.8
Grant County,Royal School District,SBA,ELA,11,All,66,57.3
Grant County,Royal School District,SBA,MATH,3,All,60,38.2
Grant County,Royal School District,SBA,MATH,4,All,34,25.5
Grant County,Royal School District,SBA,MATH,5,All,38,29.2
Grant County,Royal School District,SBA,MATH,6,All,24,21
Grant County,Royal School District,SBA,MATH,7,All,42,28.5
Grant County,Royal School District,SBA,MATH,8,All,36,32.1
Grant County,Royal School District,SBA,MATH,11,All,20,17.3
Grant County,Royal School District,AIM,ELA,3,All,,
Grant County,Royal School District,AIM,ELA,4,All,,
Grant County,Royal School District,AIM,ELA,8,All,,
Grant County,Royal School District,AIM,Math,3,All,,
Grant County,Royal School District,AIM,Math,4,All,,
Grant County,Royal School District,AIM,Math,8,All,,
Grant County,Royal School District,AIM,Science,8,All,,
Grant County,Royal School District,EOC,Biology,10,All,77,58.3
Grant County,Royal School District,MSP,Science,5,All,50,38.4
Grant County,Royal School District,MSP,Science,8,All,62,54.8
San Juan County,San Juan Island School District,SBA,ELA,3,All,28,62.2
San Juan County,San Juan Island School District,SBA,ELA,4,All,38,64.4
San Juan County,San Juan Island School District,SBA,ELA,5,All,32,57.1
San Juan County,San Juan Island School District,SBA,ELA,6,All,42,60
San Juan County,San Juan Island School District,SBA,ELA,7,All,45,69.2
San Juan County,San Juan Island School District,SBA,ELA,8,All,34,73.9
San Juan County,San Juan Island School District,SBA,ELA,11,All,59,85.5
San Juan County,San Juan Island School District,SBA,MATH,3,All,33,73.3
San Juan County,San Juan Island School District,SBA,MATH,4,All,40,67.7
San Juan County,San Juan Island School District,SBA,MATH,5,All,32,57.1
San Juan County,San Juan Island School District,SBA,MATH,6,All,32,45.7
San Juan County,San Juan Island School District,SBA,MATH,7,All,36,56.2
San Juan County,San Juan Island School District,SBA,MATH,8,All,28,59.5
San Juan County,San Juan Island School District,SBA,MATH,11,All,34,49.2
San Juan County,San Juan Island School District,AIM,ELA,3,All,,
San Juan County,San Juan Island School District,AIM,ELA,4,All,,
San Juan County,San Juan Island School District,AIM,ELA,6,All,,
San Juan County,San Juan Island School District,AIM,ELA,7,All,,
San Juan County,San Juan Island School District,AIM,ELA,8,All,,
San Juan County,San Juan Island School District,AIM,Math,3,All,,
San Juan County,San Juan Island School District,AIM,Math,4,All,,
San Juan County,San Juan Island School District,AIM,Math,6,All,,
San Juan County,San Juan Island School District,AIM,Math,7,All,,
San Juan County,San Juan Island School District,AIM,Math,8,All,,
San Juan County,San Juan Island School District,AIM,Science,8,All,,
San Juan County,San Juan Island School District,EOC,Biology,10,All,49,68
San Juan County,San Juan Island School District,MSP,Science,5,All,34,59.6
San Juan County,San Juan Island School District,MSP,Science,8,All,36,78.2
Grays Harbor County,Satsop School District,SBA,ELA,3,All,6,60
Grays Harbor County,Satsop School District,SBA,ELA,4,All,5,45.4
Grays Harbor County,Satsop School District,SBA,ELA,5,All,5,50
Grays Harbor County,Satsop School District,SBA,ELA,6,All,,
Grays Harbor County,Satsop School District,SBA,MATH,3,All,8,80
Grays Harbor County,Satsop School District,SBA,MATH,4,All,5,45.4
Grays Harbor County,Satsop School District,SBA,MATH,5,All,1,10
Grays Harbor County,Satsop School District,SBA,MATH,6,All,,
Grays Harbor County,Satsop School District,MSP,Science,5,All,3,30
King County,Seattle Public Schools,SBA,ELA,3,All,2860,62.7
King County,Seattle Public Schools,SBA,ELA,4,All,3000,65.5
King County,Seattle Public Schools,SBA,ELA,5,All,2901,68.7
King County,Seattle Public Schools,SBA,ELA,6,All,2586,68.2
King County,Seattle Public Schools,SBA,ELA,7,All,2485,69
King County,Seattle Public Schools,SBA,ELA,8,All,2511,69
King County,Seattle Public Schools,SBA,ELA,11,All,2678,77.2
King County,Seattle Public Schools,SBA,MATH,3,All,3078,67.1
King County,Seattle Public Schools,SBA,MATH,4,All,2982,64.9
King County,Seattle Public Schools,SBA,MATH,5,All,2575,60.8
King County,Seattle Public Schools,SBA,MATH,6,All,2420,63.8
King County,Seattle Public Schools,SBA,MATH,7,All,2264,62.8
King County,Seattle Public Schools,SBA,MATH,8,All,2296,63
King County,Seattle Public Schools,SBA,MATH,11,All,678,19.6
King County,Seattle Public Schools,AIM,ELA,3,All,14,58.3
King County,Seattle Public Schools,AIM,ELA,4,All,20,58.8
King County,Seattle Public Schools,AIM,ELA,5,All,18,66.6
King County,Seattle Public Schools,AIM,ELA,6,All,11,50
King County,Seattle Public Schools,AIM,ELA,7,All,10,55.5
King County,Seattle Public Schools,AIM,ELA,8,All,20,60.6
King County,Seattle Public Schools,AIM,ELA,11,All,,
King County,Seattle Public Schools,AIM,Math,3,All,14,60.8
King County,Seattle Public Schools,AIM,Math,4,All,23,69.6
King County,Seattle Public Schools,AIM,Math,5,All,20,74
King County,Seattle Public Schools,AIM,Math,6,All,11,50
King County,Seattle Public Schools,AIM,Math,7,All,12,66.6
King County,Seattle Public Schools,AIM,Math,8,All,15,46.8
King County,Seattle Public Schools,AIM,Math,11,All,,
King County,Seattle Public Schools,AIM,Science,5,All,17,62.9
King County,Seattle Public Schools,AIM,Science,8,All,18,56.2
King County,Seattle Public Schools,EOC,Biology,10,All,2507,74.1
King County,Seattle Public Schools,MSP,Science,5,All,3042,72
King County,Seattle Public Schools,MSP,Science,8,All,2694,74
Skagit County,Sedro-Woolley School District,SBA,ELA,3,All,209,59.2
Skagit County,Sedro-Woolley School District,SBA,ELA,4,All,180,52.6
Skagit County,Sedro-Woolley School District,SBA,ELA,5,All,203,60
Skagit County,Sedro-Woolley School District,SBA,ELA,6,All,189,55.9
Skagit County,Sedro-Woolley School District,SBA,ELA,7,All,134,44.5
Skagit County,Sedro-Woolley School District,SBA,ELA,8,All,139,46.1
Skagit County,Sedro-Woolley School District,SBA,ELA,11,All,234,73.5
Skagit County,Sedro-Woolley School District,SBA,MATH,3,All,247,69.9
Skagit County,Sedro-Woolley School District,SBA,MATH,4,All,171,50.4
Skagit County,Sedro-Woolley School District,SBA,MATH,5,All,185,54.7
Skagit County,Sedro-Woolley School District,SBA,MATH,6,All,168,49.7
Skagit County,Sedro-Woolley School District,SBA,MATH,7,All,123,40.8
Skagit County,Sedro-Woolley School District,SBA,MATH,8,All,119,39.5
Skagit County,Sedro-Woolley School District,SBA,MATH,11,All,98,31.1
Skagit County,Sedro-Woolley School District,AIM,ELA,3,All,,
Skagit County,Sedro-Woolley School District,AIM,ELA,4,All,,
Skagit County,Sedro-Woolley School District,AIM,ELA,5,All,,
Skagit County,Sedro-Woolley School District,AIM,ELA,6,All,,
Skagit County,Sedro-Woolley School District,AIM,ELA,7,All,,
Skagit County,Sedro-Woolley School District,AIM,ELA,8,All,,
Skagit County,Sedro-Woolley School District,AIM,ELA,11,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,3,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,4,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,5,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,6,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,7,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,8,All,,
Skagit County,Sedro-Woolley School District,AIM,Math,11,All,,
Skagit County,Sedro-Woolley School District,AIM,Science,5,All,,
Skagit County,Sedro-Woolley School District,AIM,Science,8,All,,
Skagit County,Sedro-Woolley School District,EOC,Biology,10,All,221,63.8
Skagit County,Sedro-Woolley School District,MSP,Science,5,All,235,69.5
Skagit County,Sedro-Woolley School District,MSP,Science,8,All,176,58.4
Yakima County,Selah School District,SBA,ELA,3,All,141,54.2
Yakima County,Selah School District,SBA,ELA,4,All,130,48.8
Yakima County,Selah School District,SBA,ELA,5,All,134,55.3
Yakima County,Selah School District,SBA,ELA,6,All,115,43.3
Yakima County,Selah School District,SBA,ELA,7,All,135,47.5
Yakima County,Selah School District,SBA,ELA,8,All,132,52.8
Yakima County,Selah School District,SBA,ELA,11,All,200,70.6
Yakima County,Selah School District,SBA,MATH,3,All,175,67.3
Yakima County,Selah School District,SBA,MATH,4,All,103,38.5
Yakima County,Selah School District,SBA,MATH,5,All,130,53.7
Yakima County,Selah School District,SBA,MATH,6,All,89,33.5
Yakima County,Selah School District,SBA,MATH,7,All,109,38.3
Yakima County,Selah School District,SBA,MATH,8,All,115,45.8
Yakima County,Selah School District,SBA,MATH,11,All,78,28.4
Yakima County,Selah School District,AIM,ELA,3,All,,
Yakima County,Selah School District,AIM,ELA,4,All,,
Yakima County,Selah School District,AIM,ELA,5,All,,
Yakima County,Selah School District,AIM,ELA,6,All,,
Yakima County,Selah School District,AIM,ELA,7,All,,
Yakima County,Selah School District,AIM,ELA,8,All,,
Yakima County,Selah School District,AIM,ELA,11,All,,
Yakima County,Selah School District,AIM,Math,3,All,,
Yakima County,Selah School District,AIM,Math,4,All,,
Yakima County,Selah School District,AIM,Math,5,All,,
Yakima County,Selah School District,AIM,Math,6,All,,
Yakima County,Selah School District,AIM,Math,7,All,,
Yakima County,Selah School District,AIM,Math,8,All,,
Yakima County,Selah School District,AIM,Math,11,All,,
Yakima County,Selah School District,AIM,Science,5,All,,
Yakima County,Selah School District,AIM,Science,8,All,,
Yakima County,Selah School District,EOC,Biology,10,All,172,62.3
Yakima County,Selah School District,MSP,Science,5,All,173,71.4
Yakima County,Selah School District,MSP,Science,8,All,166,66.4
Pend Oreille County,Selkirk School District,SBA,ELA,3,All,15,71.4
Pend Oreille County,Selkirk School District,SBA,ELA,4,All,14,82.3
Pend Oreille County,Selkirk School District,SBA,ELA,5,All,9,64.2
Pend Oreille County,Selkirk School District,SBA,ELA,6,All,11,47.8
Pend Oreille County,Selkirk School District,SBA,ELA,7,All,9,75
Pend Oreille County,Selkirk School District,SBA,ELA,8,All,11,68.7
Pend Oreille County,Selkirk School District,SBA,ELA,11,All,,
Pend Oreille County,Selkirk School District,SBA,MATH,3,All,18,85.7
Pend Oreille County,Selkirk School District,SBA,MATH,4,All,14,82.3
Pend Oreille County,Selkirk School District,SBA,MATH,5,All,9,60
Pend Oreille County,Selkirk School District,SBA,MATH,6,All,13,56.5
Pend Oreille County,Selkirk School District,SBA,MATH,7,All,7,58.3
Pend Oreille County,Selkirk School District,SBA,MATH,8,All,7,43.7
Pend Oreille County,Selkirk School District,SBA,MATH,11,All,8,47
Pend Oreille County,Selkirk School District,AIM,ELA,4,All,,
Pend Oreille County,Selkirk School District,AIM,ELA,5,All,,
Pend Oreille County,Selkirk School District,AIM,ELA,7,All,,
Pend Oreille County,Selkirk School District,AIM,Math,4,All,,
Pend Oreille County,Selkirk School District,AIM,Math,5,All,,
Pend Oreille County,Selkirk School District,AIM,Math,7,All,,
Pend Oreille County,Selkirk School District,AIM,Science,5,All,,
Pend Oreille County,Selkirk School District,EOC,Biology,10,All,,
Pend Oreille County,Selkirk School District,MSP,Science,5,All,13,86.6
Pend Oreille County,Selkirk School District,MSP,Science,8,All,14,87.5
Clallam County,Sequim School District,SBA,ELA,3,All,128,62.7
Clallam County,Sequim School District,SBA,ELA,4,All,143,68.4
Clallam County,Sequim School District,SBA,ELA,5,All,138,66.3
Clallam County,Sequim School District,SBA,ELA,6,All,119,59.2
Clallam County,Sequim School District,SBA,ELA,7,All,171,73.3
Clallam County,Sequim School District,SBA,ELA,8,All,143,64.1
Clallam County,Sequim School District,SBA,ELA,11,All,158,83.5
Clallam County,Sequim School District,SBA,MATH,3,All,151,74.3
Clallam County,Sequim School District,SBA,MATH,4,All,148,71.1
Clallam County,Sequim School District,SBA,MATH,5,All,127,61.6
Clallam County,Sequim School District,SBA,MATH,6,All,101,50.2
Clallam County,Sequim School District,SBA,MATH,7,All,118,50.6
Clallam County,Sequim School District,SBA,MATH,8,All,109,49
Clallam County,Sequim School District,SBA,MATH,11,All,64,34.2
Clallam County,Sequim School District,AIM,ELA,3,All,,
Clallam County,Sequim School District,AIM,ELA,4,All,,
Clallam County,Sequim School District,AIM,ELA,5,All,,
Clallam County,Sequim School District,AIM,ELA,6,All,,
Clallam County,Sequim School District,AIM,ELA,7,All,,
Clallam County,Sequim School District,AIM,Math,3,All,,
Clallam County,Sequim School District,AIM,Math,4,All,,
Clallam County,Sequim School District,AIM,Math,5,All,,
Clallam County,Sequim School District,AIM,Math,6,All,,
Clallam County,Sequim School District,AIM,Math,7,All,,
Clallam County,Sequim School District,AIM,Science,5,All,,
Clallam County,Sequim School District,EOC,Biology,10,All,175,78.8
Clallam County,Sequim School District,MSP,Science,5,All,146,70.5
Clallam County,Sequim School District,MSP,Science,8,All,166,74.7
San Juan County,Shaw Island School District,SBA,ELA,3,All,,
San Juan County,Shaw Island School District,SBA,ELA,4,All,,
San Juan County,Shaw Island School District,SBA,ELA,5,All,,
San Juan County,Shaw Island School District,SBA,ELA,6,All,,
San Juan County,Shaw Island School District,SBA,ELA,7,All,,
San Juan County,Shaw Island School District,SBA,MATH,3,All,,
San Juan County,Shaw Island School District,SBA,MATH,4,All,,
San Juan County,Shaw Island School District,SBA,MATH,5,All,,
San Juan County,Shaw Island School District,SBA,MATH,6,All,,
San Juan County,Shaw Island School District,SBA,MATH,7,All,,
San Juan County,Shaw Island School District,MSP,Science,5,All,,
Mason County,Shelton School District,SBA,ELA,3,All,116,42.9
Mason County,Shelton School District,SBA,ELA,4,All,106,40.6
Mason County,Shelton School District,SBA,ELA,5,All,146,45.3
Mason County,Shelton School District,SBA,ELA,6,All,103,37
Mason County,Shelton School District,SBA,ELA,7,All,141,48.2
Mason County,Shelton School District,SBA,ELA,8,All,118,40.5
Mason County,Shelton School District,SBA,ELA,11,All,277,71.2
Mason County,Shelton School District,SBA,MATH,3,All,135,50.1
Mason County,Shelton School District,SBA,MATH,4,All,105,40.2
Mason County,Shelton School District,SBA,MATH,5,All,73,22.8
Mason County,Shelton School District,SBA,MATH,6,All,86,30.9
Mason County,Shelton School District,SBA,MATH,7,All,123,42.1
Mason County,Shelton School District,SBA,MATH,8,All,116,39.8
Mason County,Shelton School District,SBA,MATH,11,All,84,21.8
Mason County,Shelton School District,AIM,ELA,3,All,,
Mason County,Shelton School District,AIM,ELA,4,All,,
Mason County,Shelton School District,AIM,ELA,5,All,,
Mason County,Shelton School District,AIM,ELA,6,All,,
Mason County,Shelton School District,AIM,ELA,7,All,,
Mason County,Shelton School District,AIM,ELA,8,All,,
Mason County,Shelton School District,AIM,ELA,11,All,,
Mason County,Shelton School District,AIM,Math,3,All,,
Mason County,Shelton School District,AIM,Math,4,All,,
Mason County,Shelton School District,AIM,Math,5,All,,
Mason County,Shelton School District,AIM,Math,6,All,,
Mason County,Shelton School District,AIM,Math,7,All,,
Mason County,Shelton School District,AIM,Math,8,All,,
Mason County,Shelton School District,AIM,Math,11,All,,
Mason County,Shelton School District,AIM,Science,5,All,,
Mason County,Shelton School District,AIM,Science,8,All,,
Mason County,Shelton School District,EOC,Biology,10,All,224,55.3
Mason County,Shelton School District,MSP,Science,5,All,188,58.3
Mason County,Shelton School District,MSP,Science,8,All,129,44.1
King County,Shoreline School District,SBA,ELA,3,All,525,70.3
King County,Shoreline School District,SBA,ELA,4,All,544,72
King County,Shoreline School District,SBA,ELA,5,All,519,77.2
King County,Shoreline School District,SBA,ELA,6,All,528,79.7
King County,Shoreline School District,SBA,ELA,7,All,589,79.3
King County,Shoreline School District,SBA,ELA,8,All,492,71
King County,Shoreline School District,SBA,ELA,11,All,642,88.9
King County,Shoreline School District,SBA,MATH,3,All,552,73.6
King County,Shoreline School District,SBA,MATH,4,All,544,71.5
King County,Shoreline School District,SBA,MATH,5,All,467,68.9
King County,Shoreline School District,SBA,MATH,6,All,481,72.5
King County,Shoreline School District,SBA,MATH,7,All,495,66.6
King County,Shoreline School District,SBA,MATH,8,All,396,57.2
King County,Shoreline School District,SBA,MATH,11,All,83,11.5
King County,Shoreline School District,AIM,ELA,3,All,,
King County,Shoreline School District,AIM,ELA,4,All,,
King County,Shoreline School District,AIM,ELA,5,All,5,41.6
King County,Shoreline School District,AIM,ELA,6,All,,
King County,Shoreline School District,AIM,ELA,7,All,,
King County,Shoreline School District,AIM,ELA,8,All,,
King County,Shoreline School District,AIM,ELA,11,All,,
King County,Shoreline School District,AIM,Math,3,All,,
King County,Shoreline School District,AIM,Math,4,All,,
King County,Shoreline School District,AIM,Math,5,All,7,58.3
